types,counts,probs,total_unique
Tracy,2655,0.0015275871889806592,4746
Juan,2623,0.001509175591975996,4746
Frederick,2611,0.0015022712430992472,4746
Micheal,2604,0.001498243706254477,4746
Ronnie,2602,0.0014970929814416855,4746
Derrick,2595,0.0014930654445969155,4746
Reginald,2552,0.001468324861121899,4746
Nicholas,2550,0.0014671741363091078,4746
Adam,2540,0.0014614205122451503,4746
Shane,2513,0.0014458857272724658,4746
Carlos,2496,0.0014361045663637384,4746
Derek,2460,0.0014153915197334921,4746
Kurt,2453,0.0014113639828887221,4746
Erik,2368,0.0013624581783450852,4746
Tommy,2368,0.0013624581783450852,4746
Eugene,2365,0.001360732091125898,4746
Ralph,2325,0.0013377175948700688,4746
Leonard,2258,0.001299168313641555,4746
Marvin,2255,0.0012974422264223678,4746
Ernest,2246,0.0012922639647648063,4746
Ryan,2167,0.0012468103346595437,4746
Eddie,2165,0.0012456596098467522,4746
Howard,2156,0.0012404813481891907,4746
Antonio,2153,0.0012387552609700034,4746
Jesse,2147,0.0012353030865316292,4746
Stanley,2145,0.0012341523617188377,4746
Dwayne,2081,0.001197329167709511,4746
Darrin,2077,0.001195027718083928,4746
Tim,2072,0.0011921509060519495,4746
Darryl,2067,0.0011892740940199708,4746
Travis,2063,0.001186972644394388,4746
Greg,2046,0.0011771914834856605,4746
Kirk,2011,0.00115705379926181,4746
Lance,1993,0.0011466972759466868,4746
Andre,1967,0.0011317378533803979,4746
Duane,1961,0.0011282856789420236,4746
Darin,1956,0.0011254088669100449,4746
Kyle,1943,0.0011179291556269004,4746
Theodore,1888,0.0010862842232751354,4746
Melvin,1798,0.0010345016066995198,4746
Christian,1780,0.0010241450833843968,4746
Luis,1779,0.001023569720978001,4746
Harry,1776,0.0010218436337588138,4746
Alexander,1773,0.0010201175465396266,4746
Norman,1767,0.0010166653721012523,4746
Calvin,1758,0.0010114871104436908,4746
Stacy,1737,0.0009994044999093803,4746
Brad,1709,0.0009832943525303,4746
Shannon,1706,0.0009815682653111129,4746
Edwin,1686,0.0009700610171831983,4746
Jerome,1684,0.0009689102923704068,4746
Glen,1668,0.0009597044938680752,4746
Nathan,1655,0.0009522247825849307,4746
Earl,1652,0.0009504986953657435,4746
Wesley,1642,0.0009447450713017862,4746
Mitchell,1623,0.0009338131855802673,4746
Clifford,1608,0.0009251827494843315,4746
Karl,1599,0.0009200044878267698,4746
Manuel,1598,0.0009194291254203742,4746
Ray,1593,0.0009165523133883955,4746
Corey,1577,0.0009073465148860639,4746
Fred,1570,0.0009033189780412937,4746
Warren,1548,0.0008906610051005878,4746
Marcus,1538,0.0008849073810366304,4746
Francis,1516,0.0008722494080959244,4746
Daryl,1513,0.0008705233208767372,4746
Jim,1502,0.0008641943344063842,4746
Alfred,1493,0.0008590160727488227,4746
Maurice,1475,0.0008486595494336996,4746
Tyrone,1451,0.0008348508516802021,4746
Lonnie,1444,0.000830823314835432,4746
Rick,1431,0.0008233436035522875,4746
Don,1404,0.0008078088185796028,4746
Clarence,1381,0.000794575483232501,4746
Tom,1362,0.0007836435975109822,4746
Mario,1354,0.0007790406982598164,4746
Ricardo,1350,0.0007767392486342335,4746
Damon,1330,0.000765232000506319,4746
Bernard,1307,0.0007519986651592171,4746
Jody,1298,0.0007468204035016556,4746
Dan,1271,0.0007312856185289709,4746
Jesus,1228,0.0007065450350539546,4746
Jamie,1224,0.0007042435854283717,4746
Kent,1219,0.0007013667733963931,4746
Roberto,1212,0.000697339236551623,4746
Leon,1197,0.000688708800455687,4746
Leroy,1197,0.000688708800455687,4746
Franklin,1182,0.0006800783643597511,4746
Gilbert,1167,0.0006714479282638151,4746
Alex,1165,0.0006702972034510238,4746
Bill,1161,0.0006679957538254408,4746
Guy,1145,0.0006587899553231092,4746
Vernon,1143,0.0006576392305103177,4746
Ruben,1138,0.000654762418478339,4746
Terrence,1132,0.0006513102440399647,4746
Byron,1127,0.000648433432007986,4746
Clinton,1125,0.0006472827071951945,4746
Wade,1125,0.0006472827071951945,4746
Alvin,1112,0.0006398029959120501,4746
Joey,1111,0.0006392276335056544,4746
Justin,1109,0.0006380769086928629,4746
Miguel,1107,0.0006369261838800714,4746
Gordon,1093,0.0006288711101905312,4746
Kerry,1085,0.0006242682109393655,4746
Stacey,1073,0.0006173638620626167,4746
Gene,1072,0.000616788499656221,4746
Herbert,1058,0.0006087334259666807,4746
Neil,1050,0.000604130526715515,4746
Ted,1047,0.0006024044394963277,4746
Hector,1040,0.0005983769026515576,4746
Terrance,1023,0.0005885957417428303,4746
Dana,1021,0.0005874450169300388,4746
Leslie,1012,0.0005822667552724773,4746
Lloyd,1005,0.0005782392184277072,4746
Marty,1005,0.0005782392184277072,4746
Kelvin,998,0.000574211681582937,4746
Roderick,998,0.000574211681582937,4746
Francisco,985,0.0005667319702997926,4746
Timmy,969,0.0005575261717974609,4746
Lewis,962,0.0005534986349526908,4746
Adrian,958,0.000551197185327108,4746
Geoffrey,948,0.0005454435612631506,4746
Dwight,943,0.000542566749231172,4746
Gregg,942,0.0005419913868247762,4746
Nathaniel,922,0.0005304841386968617,4746
Andy,907,0.0005218537026009258,4746
Jorge,904,0.0005201276153817386,4746
Oscar,902,0.0005189768905689471,4746
Perry,890,0.0005120725416921984,4746
Stuart,889,0.0005114971792858026,4746
Raul,885,0.0005091957296602198,4746
Donnie,874,0.0005028667431898667,4746
Allan,872,0.0005017160183770753,4746
Shaun,851,0.0004896334078427649,4746
Ross,845,0.00048618123340439057,4746
Bret,841,0.0004838797837788077,4746
Jimmie,840,0.00048330442137241194,4746
Angel,833,0.00047927688452764183,4746
Floyd,829,0.00047697543490205895,4746
Fredrick,821,0.0004723725356508931,4746
Ramon,821,0.0004723725356508931,4746
Ron,819,0.00047122181083810165,4746
Roland,799,0.0004597145627101871,4746
Pedro,789,0.0004539609386462298,4746
Jaime,786,0.0004522348514270426,4746
Terence,786,0.0004522348514270426,4746
Trevor,785,0.0004516594890206469,4746
Matt,782,0.0004499334018014597,4746
Rafael,768,0.0004418783281119195,4746
Rickey,768,0.0004418783281119195,4746
Nelson,764,0.0004395768784863366,4746
Dexter,761,0.0004378507912671494,4746
Brandon,759,0.00043670006645435796,4746
Clayton,758,0.0004361247040479622,4746
Kenny,751,0.0004320971672031921,4746
Lester,747,0.0004297957175776092,4746
Charlie,740,0.0004257681807328391,4746
Javier,739,0.00042519281832644336,4746
Johnnie,738,0.00042461745592004766,4746
Gabriel,736,0.00042346673110725617,4746
Joshua,730,0.0004200145566688818,4746
Jackie,723,0.0004159870198241117,4746
Freddie,721,0.00041483629501132025,4746
Cory,717,0.0004125348453857373,4746
Jessie,717,0.0004125348453857373,4746
Ian,716,0.0004119594829793416,4746
Rene,710,0.00040850730854096725,4746
Marshall,706,0.0004062058589153843,4746
Leo,695,0.00039987687244503133,4746
Cedric,690,0.00039700006041305265,4746
Clifton,683,0.0003929725235682826,4746
Milton,680,0.0003912464363490954,4746
Bryant,677,0.0003895203491299082,4746
Dave,667,0.0003837667250659509,4746
Nick,665,0.0003826160002531595,4746
Cary,663,0.000381465275440368,4746
Herman,663,0.000381465275440368,4746
Trent,660,0.0003797391882211808,4746
Arnold,658,0.00037858846340838937,4746
Robbie,652,0.000375136288970015,4746
Neal,651,0.00037456092656361925,4746
Orlando,651,0.00037456092656361925,4746
Fernando,648,0.00037283483934443207,4746
Armando,643,0.00036995802731245344,4746
Ivan,642,0.0003693826649060577,4746
Jeremy,640,0.00036823194009326626,4746
Alberto,639,0.0003676565776868705,4746
Noel,639,0.0003676565776868705,4746
Ben,630,0.00036247831602930896,4746
Harvey,630,0.00036247831602930896,4746
Clyde,626,0.00036017686640372603,4746
Mathew,617,0.0003549986047461645,4746
Wendell,615,0.00035384787993337303,4746
Randolph,603,0.0003469435310566243,4746
Carlton,602,0.00034636816865022855,4746
Ken,601,0.00034579280624383286,4746
Frankie,599,0.00034464208143104136,4746
Edgar,596,0.0003429159942118542,4746
Eduardo,594,0.00034176526939906274,4746
Robin,593,0.000341189906992667,4746
Randal,591,0.00034003918217987556,4746
Gerard,585,0.0003365870077415012,4746
Scotty,585,0.0003365870077415012,4746
Doug,581,0.00033428555811591826,4746
Bart,574,0.00033025802127114814,4746
Grant,573,0.00032968265886475245,4746
Sidney,573,0.00032968265886475245,4746
Loren,570,0.00032795657164556526,4746
Felix,569,0.0003273812092391695,4746
Sam,567,0.0003262304844263781,4746
Cecil,564,0.0003245043972071909,4746
Scot,555,0.00031932613554962934,4746
Toby,555,0.00031932613554962934,4746
Casey,552,0.00031760004833044216,4746
Jacob,552,0.00031760004833044216,4746
Heath,548,0.0003152985987048592,4746
Dominic,544,0.0003129971490792763,4746
Spencer,540,0.0003106956994536934,4746
Curt,537,0.00030896961223450623,4746
Bradford,535,0.00030781888742171474,4746
Salvatore,532,0.00030609280020252755,4746
Claude,530,0.0003049420753897361,4746
Seth,525,0.0003020652633577575,4746
Dewayne,524,0.00030148990095136175,4746
Clint,523,0.000300914538544966,4746
Angelo,520,0.0002991884513257788,4746
Jared,519,0.0002986130889193831,4746
Rudy,516,0.0002968870017001959,4746
Rex,514,0.00029573627688740445,4746
Sammy,513,0.0002951609144810087,4746
Lorenzo,511,0.00029401018966821726,4746
Daren,505,0.0002905580152298429,4746
Colin,502,0.0002888319280106557,4746
Arturo,501,0.00028825656560425996,4746
Chester,501,0.00028825656560425996,4746
Preston,498,0.0002865304783850728,4746
Everett,497,0.0002859551159786771,4746
Otis,497,0.0002859551159786771,4746
Brendan,496,0.00028537975357228134,4746
Alfredo,494,0.0002842290287594899,4746
Hugh,494,0.0002842290287594899,4746
Darrel,486,0.00027962612950832404,4746
Marco,485,0.00027905076710192834,4746
Bob,477,0.0002744478678507625,4746
Julian,472,0.00027157105581878386,4746
Mickey,472,0.00027157105581878386,4746
Teddy,470,0.0002704203310059924,4746
Erick,469,0.0002698449685995967,4746
Julio,466,0.0002681188813804095,4746
Dion,465,0.00026754351897401374,4746
Wallace,465,0.00026754351897401374,4746
Ty,456,0.0002623652573164522,4746
Lynn,455,0.0002617898949100565,4746
Enrique,454,0.00026121453250366075,4746
Evan,451,0.00025948844528447357,4746
Tracey,451,0.00025948844528447357,4746
Monte,450,0.0002589130828780778,4746
Sergio,449,0.00025833772047168213,4746
Dustin,448,0.0002577623580652864,4746
Myron,446,0.0002566116332524949,4746
Virgil,442,0.000254310183626912,4746
Tyler,435,0.0002502826467821419,4746
Lyle,434,0.00024970728437574615,4746
Morris,430,0.0002474058347501633,4746
Isaac,427,0.0002456797475309761,4746
Clark,426,0.00024510438512458034,4746
Lamont,423,0.00024337829790539316,4746
Garry,422,0.00024280293549899744,4746
Alejandro,421,0.0002422275730926017,4746
Malcolm,421,0.0002422275730926017,4746
Cameron,420,0.00024165221068620597,4746
Max,414,0.0002382000362478316,4746
Kendall,410,0.0002358985866222487,4746
Kim,408,0.00023474786180945723,4746
Ernesto,406,0.00023359713699666577,4746
Benny,405,0.00023302177459027005,4746
Blake,403,0.00023187104977747858,4746
Sheldon,402,0.00023129568737108286,4746
Bryon,401,0.00023072032496468714,4746
Drew,400,0.0002301449625582914,4746
Demetrius,398,0.00022899423774549996,4746
Scottie,393,0.0002261174257135213,4746
Earnest,390,0.00022439133849433412,4746
Clay,389,0.00022381597608793838,4746
Devin,389,0.00022381597608793838,4746
Luke,387,0.00022266525127514694,4746
Darnell,385,0.00022151452646235547,4746
Alonzo,384,0.00022093916405595976,4746
Garrett,384,0.00022093916405595976,4746
Stephan,383,0.000220363801649564,4746
Alton,379,0.0002180623520239811,4746
Bennie,376,0.00021633626480479392,4746
Marion,367,0.00021115800314723237,4746
Chuck,363,0.00020885655352164946,4746
Julius,362,0.00020828119111525372,4746
Jeffry,360,0.00020713046630246225,4746
Johnathan,359,0.00020655510389606653,4746
Alfonso,358,0.0002059797414896708,4746
Pete,357,0.00020540437908327507,4746
Jarrod,353,0.00020310292945769216,4746
Sherman,351,0.0002019522046449007,4746
Edmund,350,0.00020137684223850498,4746
Gerardo,349,0.00020080147983210926,4746
Robby,345,0.00019850003020652633,4746
Jerald,341,0.00019619858058094342,4746
Zachary,340,0.0001956232181745477,4746
Willard,339,0.00019504785576815196,4746
Carey,337,0.00019389713095536052,4746
Salvador,335,0.00019274640614256905,4746
Ira,334,0.00019217104373617333,4746
Rob,334,0.00019217104373617333,4746
Israel,333,0.0001915956813297776,4746
Stewart,333,0.0001915956813297776,4746
Vance,331,0.00019044495651698615,4746
Dirk,330,0.0001898695941105904,4746
Jonathon,329,0.00018929423170419468,4746
Rusty,328,0.00018871886929779896,4746
Oliver,325,0.00018699278207861175,4746
Laurence,321,0.00018469133245302885,4746
Luther,319,0.00018354060764023738,4746
Thad,319,0.00018354060764023738,4746
Omar,316,0.0001818145204210502,4746
Rodolfo,316,0.0001818145204210502,4746
Archie,315,0.00018123915801465448,4746
Elmer,307,0.00017663625876348864,4746
Pablo,306,0.00017606089635709293,4746
Dallas,302,0.00017375944673151002,4746
Lamar,302,0.00017375944673151002,4746
Monty,302,0.00017375944673151002,4746
Tod,302,0.00017375944673151002,4746
Blaine,299,0.00017203335951232284,4746
Lowell,299,0.00017203335951232284,4746
Andres,298,0.0001714579971059271,4746
Darwin,297,0.00017088263469953137,4746
Rodger,297,0.00017088263469953137,4746
Roosevelt,297,0.00017088263469953137,4746
Terrell,297,0.00017088263469953137,4746
Forrest,296,0.00017030727229313565,4746
Gilberto,292,0.00016800582266755272,4746
Guillermo,292,0.00016800582266755272,4746
Tommie,292,0.00016800582266755272,4746
Pat,290,0.00016685509785476126,4746
Damian,286,0.00016455364822917835,4746
Doyle,285,0.00016397828582278263,4746
Donovan,283,0.00016282756100999117,4746
Delbert,282,0.00016225219860359545,4746
Dominick,282,0.00016225219860359545,4746
Kris,282,0.00016225219860359545,4746
Rolando,281,0.0001616768361971997,4746
Stevie,280,0.00016110147379080398,4746
Van,278,0.00015995074897801252,4746
Boyd,271,0.00015592321213324243,4746
Cesar,270,0.0001553478497268467,4746
Rudolph,270,0.0001553478497268467,4746
Abel,266,0.00015304640010126378,4746
Lionel,266,0.00015304640010126378,4746
Marcos,265,0.00015247103769486806,4746
Dino,263,0.0001513203128820766,4746
Morgan,263,0.0001513203128820766,4746
Hubert,258,0.00014844350085009794,4746
Sylvester,258,0.00014844350085009794,4746
Abraham,257,0.00014786813844370222,4746
Felipe,257,0.00014786813844370222,4746
Wilbert,256,0.0001472927760373065,4746
Dane,255,0.00014671741363091076,4746
Ismael,255,0.00014671741363091076,4746
Leland,254,0.00014614205122451504,4746
Simon,251,0.00014441596400532785,4746
Donnell,248,0.00014268987678614067,4746
Horace,248,0.00014268987678614067,4746
Kip,248,0.00014268987678614067,4746
Darron,247,0.00014211451437974495,4746
Antoine,246,0.0001415391519733492,4746
Cornelius,246,0.0001415391519733492,4746
Sterling,246,0.0001415391519733492,4746
Vaughn,246,0.0001415391519733492,4746
Kurtis,245,0.00014096378956695348,4746
Rocky,243,0.00013981306475416202,4746
Hans,242,0.0001392377023477663,4746
Reynaldo,242,0.0001392377023477663,4746
Guadalupe,241,0.00013866233994137058,4746
Conrad,237,0.00013636089031578765,4746
Erich,235,0.0001352101655029962,4746
Marlon,235,0.0001352101655029962,4746
Grady,234,0.00013463480309660046,4746
Rod,233,0.00013405944069020474,4746
Jean,231,0.00013290871587741328,4746
Ramiro,230,0.00013233335347101756,4746
Willis,230,0.00013233335347101756,4746
Mack,229,0.00013175799106462184,4746
Tomas,226,0.00013003190384543466,4746
Wilson,226,0.00013003190384543466,4746
Dewey,225,0.0001294565414390389,4746
Denis,224,0.0001288811790326432,4746
Louie,224,0.0001288811790326432,4746
Rickie,223,0.00012830581662624744,4746
Rogelio,223,0.00012830581662624744,4746
Vince,223,0.00012830581662624744,4746
Emanuel,220,0.00012657972940706026,4746
Deon,218,0.00012542900459426882,4746
Ervin,218,0.00012542900459426882,4746
Bert,217,0.00012485364218787307,4746
Roman,217,0.00012485364218787307,4746
Lane,215,0.00012370291737508164,4746
Owen,215,0.00012370291737508164,4746
Blair,214,0.0001231275549686859,4746
Derick,214,0.0001231275549686859,4746
Jefferson,214,0.0001231275549686859,4746
Robb,214,0.0001231275549686859,4746
Elliott,213,0.00012255219256229017,4746
Will,213,0.00012255219256229017,4746
Alphonso,212,0.00012197683015589444,4746
Kraig,212,0.00012197683015589444,4746
Cody,211,0.00012140146774949872,4746
Miles,211,0.00012140146774949872,4746
Gustavo,210,0.00012082610534310299,4746
Xavier,210,0.00012082610534310299,4746
Gerry,209,0.00012025074293670725,4746
Aubrey,208,0.00011967538053031153,4746
Kristopher,208,0.00011967538053031153,4746
Daron,207,0.0001191000181239158,4746
Ronny,207,0.0001191000181239158,4746
Lonny,205,0.00011794929331112435,4746
Denny,204,0.00011737393090472862,4746
Tad,204,0.00011737393090472862,4746
Ellis,203,0.00011679856849833288,4746
Thaddeus,203,0.00011679856849833288,4746
Brady,199,0.00011449711887274998,4746
Austin,196,0.00011277103165356278,4746
Shon,196,0.00011277103165356278,4746
Bryce,195,0.00011219566924716706,4746
Freddy,195,0.00011219566924716706,4746
Homer,193,0.0001110449444343756,4746
Phil,193,0.0001110449444343756,4746
Rufus,193,0.0001110449444343756,4746
Buddy,191,0.00010989421962158414,4746
Kirby,191,0.00010989421962158414,4746
Emmett,189,0.00010874349480879269,4746
Garland,189,0.00010874349480879269,4746
Gavin,189,0.00010874349480879269,4746
Reggie,189,0.00010874349480879269,4746
Jordan,188,0.00010816813240239696,4746
Pierre,187,0.00010759276999600123,4746
Royce,186,0.00010701740758960551,4746
Courtney,185,0.00010644204518320978,4746
Deron,185,0.00010644204518320978,4746
Elbert,185,0.00010644204518320978,4746
Ernie,185,0.00010644204518320978,4746
Anton,184,0.00010586668277681404,4746
Joesph,184,0.00010586668277681404,4746
Chadwick,182,0.00010471595796402259,4746
Edmond,182,0.00010471595796402259,4746
Fabian,182,0.00010471595796402259,4746
Galen,182,0.00010471595796402259,4746
Percy,181,0.00010414059555762686,4746
Reuben,181,0.00010414059555762686,4746
Marlin,180,0.00010356523315123113,4746
Wilbur,180,0.00010356523315123113,4746
Jan,178,0.00010241450833843967,4746
Donny,177,0.00010183914593204394,4746
Quentin,176,0.00010126378352564822,4746
Richie,176,0.00010126378352564822,4746
Wilfredo,175,0.00010068842111925249,4746
Noah,174,0.00010011305871285676,4746
Carroll,172,9.89623339000653e-05,4746
Darius,172,9.89623339000653e-05,4746
Lisa,172,9.89623339000653e-05,4746
Randell,171,9.838697149366957e-05,4746
Rory,171,9.838697149366957e-05,4746
Ed,170,9.781160908727385e-05,4746
Ethan,170,9.781160908727385e-05,4746
Ashley,169,9.723624668087812e-05,4746
Cornell,169,9.723624668087812e-05,4746
Michel,169,9.723624668087812e-05,4746
Moses,169,9.723624668087812e-05,4746
Nicolas,169,9.723624668087812e-05,4746
Sonny,169,9.723624668087812e-05,4746
Kelley,168,9.666088427448239e-05,4746
Efrain,167,9.608552186808667e-05,4746
Jess,167,9.608552186808667e-05,4746
Barton,165,9.49347970552952e-05,4746
Elias,165,9.49347970552952e-05,4746
Stefan,165,9.49347970552952e-05,4746
Al,164,9.435943464889948e-05,4746
Devon,162,9.320870983610802e-05,4746
Marcel,162,9.320870983610802e-05,4746
Russel,162,9.320870983610802e-05,4746
Theron,162,9.320870983610802e-05,4746
Cleveland,161,9.263334742971228e-05,4746
Winston,161,9.263334742971228e-05,4746
Emilio,160,9.205798502331656e-05,4746
Shayne,160,9.205798502331656e-05,4746
Benito,159,9.148262261692083e-05,4746
Irvin,159,9.148262261692083e-05,4746
Saul,159,9.148262261692083e-05,4746
Erin,158,9.09072602105251e-05,4746
Lon,158,9.09072602105251e-05,4746
Rocco,158,9.09072602105251e-05,4746
Brenton,156,8.975653539773365e-05,4746
Hugo,156,8.975653539773365e-05,4746
Santos,156,8.975653539773365e-05,4746
Avery,155,8.918117299133791e-05,4746
Amos,154,8.86058105849422e-05,4746
Billie,153,8.803044817854646e-05,4746
Carmen,153,8.803044817854646e-05,4746
Santiago,153,8.803044817854646e-05,4746
Antony,150,8.630436095935928e-05,4746
Rodrick,150,8.630436095935928e-05,4746
Danial,149,8.572899855296355e-05,4746
Eddy,148,8.515363614656783e-05,4746
Woodrow,148,8.515363614656783e-05,4746
Brant,147,8.457827374017209e-05,4746
Lorne,147,8.457827374017209e-05,4746
Sandy,147,8.457827374017209e-05,4746
Dante,146,8.400291133377636e-05,4746
Darrick,146,8.400291133377636e-05,4746
Nolan,146,8.400291133377636e-05,4746
Domingo,145,8.342754892738063e-05,4746
Sammie,145,8.342754892738063e-05,4746
Kennith,144,8.285218652098491e-05,4746
Keven,144,8.285218652098491e-05,4746
Leonardo,144,8.285218652098491e-05,4746
Trenton,144,8.285218652098491e-05,4746
Kirt,143,8.227682411458918e-05,4746
Nicky,143,8.227682411458918e-05,4746
Shelby,143,8.227682411458918e-05,4746
Reed,142,8.170146170819344e-05,4746
Andrea,141,8.112609930179772e-05,4746
Harlan,141,8.112609930179772e-05,4746
Ward,141,8.112609930179772e-05,4746
Gino,140,8.055073689540199e-05,4746
Eli,139,7.997537448900626e-05,4746
Elvis,139,7.997537448900626e-05,4746
Humberto,138,7.940001208261054e-05,4746
Ignacio,138,7.940001208261054e-05,4746
Levi,138,7.940001208261054e-05,4746
Shelton,138,7.940001208261054e-05,4746
Elliot,137,7.88246496762148e-05,4746
Merle,136,7.824928726981907e-05,4746
Frederic,135,7.767392486342335e-05,4746
Jacques,135,7.767392486342335e-05,4746
Jayson,135,7.767392486342335e-05,4746
Josh,135,7.767392486342335e-05,4746
Edwardo,134,7.709856245702762e-05,4746
Garth,133,7.652320005063189e-05,4746
Hank,133,7.652320005063189e-05,4746
Quinton,133,7.652320005063189e-05,4746
Taylor,133,7.652320005063189e-05,4746
Noe,132,7.594783764423617e-05,4746
Jeremiah,131,7.537247523784044e-05,4746
Micah,130,7.47971128314447e-05,4746
Michelle,130,7.47971128314447e-05,4746
Mitchel,130,7.47971128314447e-05,4746
Raphael,130,7.47971128314447e-05,4746
Brock,128,7.364638801865325e-05,4746
Desmond,127,7.307102561225752e-05,4746
Errol,127,7.307102561225752e-05,4746
Wilfred,127,7.307102561225752e-05,4746
Carlo,125,7.192030079946607e-05,4746
Esteban,125,7.192030079946607e-05,4746
Hal,125,7.192030079946607e-05,4746
Jarrett,125,7.192030079946607e-05,4746
Sanford,125,7.192030079946607e-05,4746
Solomon,125,7.192030079946607e-05,4746
Carter,124,7.134493839307033e-05,4746
Cliff,124,7.134493839307033e-05,4746
Jake,124,7.134493839307033e-05,4746
Russ,124,7.134493839307033e-05,4746
Harley,123,7.07695759866746e-05,4746
Elijah,122,7.019421358027888e-05,4746
Irving,122,7.019421358027888e-05,4746
Kenton,122,7.019421358027888e-05,4746
Norris,122,7.019421358027888e-05,4746
Zane,122,7.019421358027888e-05,4746
Adolfo,121,6.961885117388315e-05,4746
Dylan,121,6.961885117388315e-05,4746
Nickolas,121,6.961885117388315e-05,4746
Stan,121,6.961885117388315e-05,4746
Bradly,120,6.904348876748742e-05,4746
Burton,120,6.904348876748742e-05,4746
Kory,120,6.904348876748742e-05,4746
Vicente,120,6.904348876748742e-05,4746
Emmanuel,119,6.84681263610917e-05,4746
Lenny,119,6.84681263610917e-05,4746
Vito,119,6.84681263610917e-05,4746
Brain,118,6.789276395469596e-05,4746
Brendon,118,6.789276395469596e-05,4746
Reid,118,6.789276395469596e-05,4746
