types,counts,probs,total_unique
Israel,1590,0.0008762353402796568,14103
Omar,1582,0.0008718266090078095,14103
Aidan,1568,0.0008641113292820767,14103
Theo,1553,0.0008558449581473629,14103
Javier,1549,0.0008536405925114392,14103
Remington,1539,0.0008481296784216302,14103
Jaden,1504,0.0008288414791072981,14103
Bradley,1495,0.0008238816564264698,14103
Emilio,1494,0.0008233305650174889,14103
Colin,1479,0.0008150641938827752,14103
Riley,1470,0.0008101043712019469,14103
Cayden,1462,0.0008056956399300995,14103
Phoenix,1454,0.0008012869086582523,14103
Simon,1452,0.0008001847258402904,14103
Clayton,1450,0.0007990825430223286,14103
Ace,1446,0.0007968781773864049,14103
Nash,1408,0.00077593670384513,14103
Derek,1407,0.0007753856124361492,14103
Rafael,1404,0.0007737323382092065,14103
Zander,1400,0.0007715279725732828,14103
Louis,1387,0.0007643637842565308,14103
Brady,1383,0.0007621594186206071,14103
Jorge,1382,0.0007616083272116263,14103
Jake,1378,0.0007594039615757026,14103
Damien,1362,0.0007505864990320079,14103
Karson,1343,0.0007401157622613705,14103
Walker,1343,0.0007401157622613705,14103
Maximiliano,1332,0.0007340537567625805,14103
Sean,1325,0.000730196116899714,14103
Amari,1322,0.0007285428426727713,14103
Chance,1318,0.0007263384770368476,14103
Walter,1313,0.0007235830199919431,14103
Martin,1295,0.0007136633746302866,14103
Tobias,1293,0.0007125611918123247,14103
Finley,1290,0.000710907917585382,14103
Andre,1288,0.0007098057347674202,14103
Cash,1279,0.0007048459120865919,14103
Arlo,1266,0.00069768172376984,14103
Corbin,1264,0.0006965795409518781,14103
Iker,1261,0.0006949262667249354,14103
Cody,1253,0.0006905175354530881,14103
Gunner,1248,0.0006877620784081834,14103
Erick,1246,0.0006866598955902216,14103
Stephen,1245,0.0006861088041812407,14103
Emerson,1242,0.0006844555299542979,14103
Francisco,1240,0.0006833533471363361,14103
Dallas,1229,0.0006772913416375461,14103
Killian,1229,0.0006772913416375461,14103
Reid,1223,0.0006739847931836605,14103
Manuel,1217,0.000670678244729775,14103
Atlas,1216,0.0006701271533207942,14103
Lane,1212,0.0006679227876848705,14103
Jensen,1195,0.0006585542337321949,14103
Rylan,1195,0.0006585542337321949,14103
Ronan,1192,0.0006569009595052521,14103
Beckham,1183,0.0006519411368244239,14103
Daxton,1181,0.0006508389540064621,14103
Anderson,1172,0.0006458791313256339,14103
Kameron,1169,0.0006442258570986911,14103
Raymond,1162,0.0006403682172358247,14103
Orion,1152,0.0006348573031460155,14103
Cristian,1141,0.0006287952976472255,14103
Tanner,1140,0.0006282442062382445,14103
Kyler,1136,0.0006260398406023208,14103
Jett,1133,0.0006243865663753781,14103
Cohen,1125,0.0006199778351035308,14103
Ricardo,1125,0.0006199778351035308,14103
Spencer,1112,0.0006128136467867789,14103
Gideon,1105,0.0006089560069239124,14103
Titus,1098,0.000605098367061046,14103
Ali,1093,0.0006023429100161415,14103
Fernando,1090,0.0006006896357891987,14103
Bodhi,1088,0.0005995874529712369,14103
Jaiden,1086,0.000598485270153275,14103
Travis,1076,0.0005929743560634658,14103
Dante,1073,0.0005913210818365231,14103
Eduardo,1069,0.0005891167162005995,14103
Prince,1065,0.0005869123505646758,14103
Ellis,1063,0.000585810167746714,14103
Kane,1054,0.0005808503450658857,14103
Kash,1049,0.0005780948880209811,14103
Luka,1049,0.0005780948880209811,14103
Hendrix,1031,0.0005681752426593247,14103
Donovan,1030,0.0005676241512503437,14103
Desmond,1029,0.0005670730598413628,14103
Atticus,1028,0.0005665219684323819,14103
Garrett,1022,0.0005632154199784964,14103
Mario,1021,0.0005626643285695155,14103
Cruz,1020,0.0005621132371605345,14103
Jeffrey,1014,0.0005588066887066491,14103
Angelo,1013,0.0005582555972976682,14103
Hector,1011,0.0005571534144797063,14103
Edwin,1005,0.0005538468660258208,14103
Devin,1004,0.0005532957746168399,14103
Cesar,1002,0.0005521935917988781,14103
Conor,1000,0.0005510914089809163,14103
Zayn,999,0.0005505403175719353,14103
Odin,998,0.0005499892261629544,14103
Warren,995,0.0005483359519360116,14103
Jayceon,993,0.0005472337691180498,14103
Jaylen,982,0.0005411717636192597,14103
Romeo,981,0.0005406206722102789,14103
Julius,980,0.0005400695808012979,14103
Hayes,973,0.0005362119409384315,14103
Kayson,971,0.0005351097581204697,14103
Jaxton,963,0.0005307010268486224,14103
Muhammad,962,0.0005301499354396415,14103
Joaquin,953,0.0005251901127588132,14103
Caiden,947,0.0005218835643049277,14103
Major,944,0.000520230290077985,14103
Marshall,941,0.0005185770158510422,14103
Johnny,940,0.0005180259244420613,14103
Dakota,939,0.0005174748330330803,14103
Keegan,939,0.0005174748330330803,14103
Sergio,937,0.0005163726502151185,14103
Kade,932,0.0005136171931702139,14103
Edgar,925,0.0005097595533073476,14103
Leonel,923,0.0005086573704893857,14103
Tyson,921,0.0005075551876714239,14103
Ismael,918,0.0005059019134444811,14103
Marco,918,0.0005059019134444811,14103
Wade,916,0.0005047997306265192,14103
Collin,914,0.0005036975478085574,14103
Troy,912,0.0005025953649905956,14103
Nasir,911,0.0005020442735816147,14103
Conner,908,0.000500390999354672,14103
Adonis,902,0.0004970844509007865,14103
Jared,890,0.0004904713539930155,14103
Rory,884,0.00048716480553913,14103
Andy,882,0.00048606262272116814,14103
Jase,881,0.0004855115313121872,14103
Lennox,878,0.00048385825708524447,14103
Malik,873,0.0004811028000403399,14103
Shane,873,0.0004811028000403399,14103
Ari,870,0.0004794495258133971,14103
Seth,860,0.000473938611723588,14103
Clark,855,0.0004711831546786834,14103
Reed,855,0.0004711831546786834,14103
Trevor,855,0.0004711831546786834,14103
Erik,853,0.00047008097186072156,14103
Lawson,853,0.00047008097186072156,14103
Nico,844,0.0004651211491798933,14103
Gage,843,0.0004645700577709124,14103
Malakai,838,0.00046181460072600784,14103
Quinn,836,0.000460712417908046,14103
Johnathan,834,0.00045961023509008417,14103
Cade,830,0.0004574058694541605,14103
Solomon,823,0.00045354822959129407,14103
Sullivan,822,0.00045299713818231315,14103
Cyrus,815,0.0004491394983194467,14103
Shawn,814,0.0004485884069104658,14103
Fabian,810,0.0004463840412745422,14103
Frank,807,0.00044473076704759943,14103
Pedro,805,0.0004436285842296376,14103
Malcolm,804,0.0004430774928206567,14103
Khalil,803,0.00044252640141167576,14103
Nehemiah,803,0.00044252640141167576,14103
Dalton,799,0.0004403220357757521,14103
Jay,799,0.0004403220357757521,14103
Peyton,797,0.00043921985295779025,14103
Mathias,796,0.00043866876154880933,14103
Kason,794,0.0004375665787308475,14103
Ibrahim,791,0.00043591330450390474,14103
Winston,790,0.0004353622130949238,14103
Zayne,790,0.0004353622130949238,14103
Matthias,788,0.000434260030276962,14103
Noel,788,0.000434260030276962,14103
Princeton,788,0.000434260030276962,14103
Gregory,786,0.00043315784745900015,14103
Sterling,783,0.00043150457323205745,14103
Dominick,778,0.00042874911618715286,14103
Elian,771,0.00042489147632428643,14103
Finnegan,770,0.0004243403849153055,14103
Russell,769,0.0004237892935063246,14103
Grady,766,0.00042213601927938184,14103
Ruben,753,0.00041497183096262996,14103
Kendrick,752,0.00041442073955364904,14103
Gianni,751,0.0004138696481446681,14103
Pablo,749,0.0004127674653267063,14103
Porter,749,0.0004127674653267063,14103
Leland,747,0.00041166528250874445,14103
Allen,741,0.00040835873405485894,14103
Hugo,733,0.0004039500027830116,14103
Kolton,727,0.00040064345432912614,14103
Raiden,727,0.00040064345432912614,14103
Ezequiel,722,0.00039788799728422155,14103
Remy,721,0.00039733690587524063,14103
Damon,718,0.0003956836316482979,14103
Emanuel,711,0.00039182599178543145,14103
Bowen,709,0.0003907238089674696,14103
Zaiden,709,0.0003907238089674696,14103
Otto,707,0.0003896216261495078,14103
Marcos,705,0.00038851944333154594,14103
Jonas,702,0.00038686616910460324,14103
Abram,699,0.0003852128948776605,14103
Kasen,697,0.00038411071205969865,14103
Franklin,693,0.000381906346423775,14103
Philip,693,0.000381906346423775,14103
Sage,693,0.000381906346423775,14103
Royce,691,0.00038080416360581314,14103
Esteban,686,0.00037804870656090855,14103
Drake,685,0.00037749761515192763,14103
Kashton,685,0.00037749761515192763,14103
Harvey,682,0.00037584434092498487,14103
Roberto,681,0.00037529324951600395,14103
Alexis,676,0.00037253779247109936,14103
Jamison,675,0.0003719867010621185,14103
Kian,674,0.0003714356096531376,14103
Maximilian,671,0.0003697823354261948,14103
Phillip,666,0.00036702687838129024,14103
Adan,665,0.0003664757869723093,14103
Milan,662,0.00036482251274536656,14103
Dax,661,0.00036427142133638564,14103
Albert,659,0.0003631692385184238,14103
Kamden,658,0.0003626181471094429,14103
Ronin,656,0.00036151596429148105,14103
Mohamed,654,0.0003604137814735192,14103
Hank,647,0.00035655614161065284,14103
Memphis,645,0.000355453958792691,14103
Augustus,637,0.00035104522752084366,14103
Oakley,637,0.00035104522752084366,14103
Drew,630,0.00034718758765797723,14103
Armani,628,0.0003460854048400154,14103
Rhys,627,0.0003455343134310345,14103
Moises,624,0.0003438810392040917,14103
Corey,622,0.0003427788563861299,14103
Kyson,622,0.0003427788563861299,14103
Benson,621,0.00034222776497714897,14103
Braylen,621,0.00034222776497714897,14103
Gunnar,621,0.00034222776497714897,14103
Jayson,620,0.00034167667356816805,14103
Omari,618,0.00034057449075020627,14103
Landen,616,0.00033947230793224443,14103
Bruce,612,0.00033726794229632076,14103
Dexter,612,0.00033726794229632076,14103
Nikolai,612,0.00033726794229632076,14103
Alonzo,611,0.00033671685088733984,14103
Armando,611,0.00033671685088733984,14103
Enrique,611,0.00033671685088733984,14103
Derrick,610,0.0003361657594783589,14103
Francis,610,0.0003361657594783589,14103
Rocco,610,0.0003361657594783589,14103
Royal,610,0.0003361657594783589,14103
Kairo,607,0.00033451248525141617,14103
Zachariah,606,0.00033396139384243525,14103
Deacon,603,0.0003323081196154925,14103
Skyler,602,0.0003317570282065116,14103
Arjun,600,0.00033065484538854974,14103
Eden,597,0.000329001571161607,14103
Alijah,590,0.0003251439312987406,14103
Pierce,588,0.0003240417484807788,14103
Ronald,587,0.00032349065707179786,14103
Rowen,586,0.00032293956566281694,14103
Moses,585,0.000322388474253836,14103
Tate,582,0.00032073520002689327,14103
Uriel,581,0.00032018410861791235,14103
Luciano,580,0.00031963301720893143,14103
Lawrence,579,0.0003190819257999505,14103
Kieran,577,0.0003179797429819887,14103
Frederick,575,0.00031687756016402684,14103
Rodrigo,573,0.000315775377346065,14103
Brycen,572,0.0003152242859370841,14103
Nixon,571,0.00031467319452810317,14103
Keith,570,0.00031412210311912225,14103
Leonidas,569,0.00031357101171014133,14103
Chandler,566,0.0003119177374831986,14103
Asa,564,0.0003108155546652368,14103
Davis,561,0.00030916228043829404,14103
Case,560,0.0003086111890293131,14103
Aden,553,0.0003047535491664467,14103
Darius,552,0.0003042024577574658,14103
Apollo,551,0.00030365136634848486,14103
Landyn,551,0.00030365136634848486,14103
Raul,551,0.00030365136634848486,14103
Trenton,551,0.00030365136634848486,14103
Jaime,550,0.00030310027493950394,14103
Isaias,549,0.000302549183530523,14103
Moshe,549,0.000302549183530523,14103
Niko,549,0.000302549183530523,14103
Scott,548,0.0003019980921215421,14103
Izaiah,546,0.00030089590930358027,14103
Dorian,545,0.00030034481789459935,14103
Cairo,543,0.0002992426350766375,14103
Dustin,542,0.0002986915436676566,14103
Julio,541,0.0002981404522586757,14103
Donald,540,0.00029758936084969476,14103
Wilder,540,0.00029758936084969476,14103
Santino,539,0.00029703826944071384,14103
Ryland,538,0.0002964871780317329,14103
Raphael,535,0.0002948339038047902,14103
Saul,534,0.0002942828123958093,14103
Taylor,534,0.0002942828123958093,14103
Ayaan,530,0.00029207844675988563,14103
Duke,529,0.0002915273553509047,14103
Tatum,529,0.0002915273553509047,14103
Danny,525,0.00028932298971498104,14103
Emmitt,523,0.0002882208068970192,14103
Ahmed,522,0.0002876697154880383,14103
Edison,522,0.0002876697154880383,14103
Alec,520,0.00028656753267007645,14103
Roy,520,0.00028656753267007645,14103
Cannon,519,0.00028601644126109553,14103
Conrad,519,0.00028601644126109553,14103
Quentin,519,0.00028601644126109553,14103
Keaton,518,0.0002854653498521146,14103
Roland,514,0.00028326098421619094,14103
Samson,512,0.0002821588013982291,14103
Cason,510,0.00028105661858026726,14103
Lewis,510,0.00028105661858026726,14103
Brock,508,0.0002799544357623055,14103
Kylan,507,0.00027940334435332456,14103
Jalen,503,0.0002771989787174009,14103
Ahmad,502,0.00027664788730841997,14103
Nikolas,502,0.00027664788730841997,14103
Braylon,499,0.0002749946130814772,14103
Dennis,497,0.0002738924302635154,14103
Kamari,497,0.0002738924302635154,14103
Justice,494,0.0002722391560365726,14103
Callum,493,0.0002716880646275917,14103
Soren,492,0.0002711369732186108,14103
Gerardo,491,0.00027058588180962987,14103
Brendan,490,0.00027003479040064895,14103
Ares,489,0.00026948369899166804,14103
Jamari,489,0.00026948369899166804,14103
Rayan,489,0.00026948369899166804,14103
Aarav,488,0.0002689326075826871,14103
Yusuf,488,0.0002689326075826871,14103
Issac,487,0.0002683815161737062,14103
Jasiah,487,0.0002683815161737062,14103
Kaison,485,0.00026727933335574436,14103
Bo,483,0.0002661771505377825,14103
Forrest,483,0.0002661771505377825,14103
Makai,483,0.0002661771505377825,14103
Callen,482,0.00026562605912880166,14103
Kobe,481,0.00026507496771982074,14103
Braden,480,0.0002645238763108398,14103
Johan,480,0.0002645238763108398,14103
Marvin,479,0.0002639727849018589,14103
Crew,478,0.000263421693492878,14103
Julien,478,0.000263421693492878,14103
Mathew,478,0.000263421693492878,14103
Zaid,475,0.00026176841926593523,14103
Ty,471,0.00025956405363001156,14103
Ariel,470,0.00025901296222103064,14103
Tony,470,0.00025901296222103064,14103
Casey,469,0.0002584618708120497,14103
Stetson,468,0.0002579107794030688,14103
Zain,466,0.00025680859658510697,14103
Callan,465,0.00025625750517612605,14103
Cullen,464,0.00025570641376714513,14103
Sincere,464,0.00025570641376714513,14103
Uriah,464,0.00025570641376714513,14103
Dillon,462,0.0002546042309491833,14103
Quinton,462,0.0002546042309491833,14103
Axton,460,0.00025350204813122146,14103
Kannon,460,0.00025350204813122146,14103
Cassius,459,0.00025295095672224054,14103
Colby,459,0.00025295095672224054,14103
Mekhi,459,0.00025295095672224054,14103
Jerry,455,0.00025074659108631687,14103
Reece,455,0.00025074659108631687,14103
Alessandro,454,0.000250195499677336,14103
Mauricio,454,0.000250195499677336,14103
Trey,454,0.000250195499677336,14103
Sam,453,0.0002496444082683551,14103
Arturo,446,0.00024578676840548866,14103
Fletcher,445,0.00024523567699650774,14103
Alberto,444,0.0002446845855875268,14103
Mohammad,444,0.0002446845855875268,14103
Gustavo,443,0.0002441334941785459,14103
Abdiel,440,0.00024248021995160315,14103
Alfredo,440,0.00024248021995160315,14103
Hamza,440,0.00024248021995160315,14103
Marcelo,440,0.00024248021995160315,14103
Chris,439,0.00024192912854262223,14103
Curtis,438,0.00024137803713364131,14103
Finnley,438,0.00024137803713364131,14103
Kellan,437,0.0002408269457246604,14103
Kase,433,0.00023862258008873675,14103
Hezekiah,432,0.00023807148867975583,14103
Quincy,432,0.00023807148867975583,14103
Wilson,432,0.00023807148867975583,14103
Kyree,430,0.000236969305861794,14103
Harry,428,0.00023586712304383216,14103
Cayson,426,0.00023476494022587032,14103
Kohen,425,0.0002342138488168894,14103
Neil,425,0.0002342138488168894,14103
Mohammed,424,0.00023366275740790849,14103
Raylan,424,0.00023366275740790849,14103
Kaysen,423,0.00023311166599892757,14103
Lucca,422,0.00023256057458994665,14103
Sylas,421,0.00023200948318096573,14103
Rex,420,0.00023145839177198484,14103
Mack,419,0.00023090730036300392,14103
Ford,417,0.00022980511754504209,14103
Leonard,417,0.00022980511754504209,14103
Lionel,417,0.00022980511754504209,14103
Roger,413,0.0002276007519091184,14103
Alden,411,0.00022649856909115658,14103
Colson,409,0.00022539638627319474,14103
Boston,407,0.0002242942034552329,14103
Briggs,407,0.0002242942034552329,14103
Zeke,405,0.0002231920206372711,14103
Kingsley,402,0.00022153874641032834,14103
Dariel,401,0.00022098765500134742,14103
Mitchell,399,0.00021988547218338558,14103
Valentino,397,0.00021878328936542375,14103
Lucian,396,0.00021823219795644283,14103
Amos,395,0.0002176811065474619,14103
Jamir,395,0.0002176811065474619,14103
Salvador,395,0.0002176811065474619,14103
Lance,394,0.000217130015138481,14103
Vihaan,394,0.000217130015138481,14103
Darren,392,0.00021602783232051918,14103
Jimmy,391,0.00021547674091153827,14103
Alvin,390,0.00021492564950255735,14103
Tripp,389,0.00021437455809357643,14103
Zaire,388,0.0002138234666845955,14103
Reese,384,0.00021161910104867184,14103
Colten,383,0.00021106800963969092,14103
Layton,383,0.00021106800963969092,14103
Brennan,382,0.00021051691823071,14103
Casen,382,0.00021051691823071,14103
Sonny,382,0.00021051691823071,14103
Devon,381,0.00020996582682172908,14103
Korbin,380,0.00020941473541274817,14103
Boone,379,0.00020886364400376725,14103
Bruno,379,0.00020886364400376725,14103
Huxley,379,0.00020886364400376725,14103
Orlando,379,0.00020886364400376725,14103
Maurice,377,0.00020776146118580544,14103
Nelson,374,0.00020610818695886268,14103
Douglas,373,0.00020555709554988177,14103
Gary,372,0.00020500600414090085,14103
Randy,371,0.00020445491273191993,14103
Denver,370,0.000203903821322939,14103
Lennon,369,0.0002033527299139581,14103
Titan,369,0.0002033527299139581,14103
Jaziel,368,0.00020280163850497717,14103
Noe,368,0.00020280163850497717,14103
Ricky,368,0.00020280163850497717,14103
Jefferson,364,0.00020059727286905353,14103
Lochlan,359,0.00019784181582414894,14103
Langston,358,0.00019729072441516802,14103
Rayden,358,0.00019729072441516802,14103
Bryant,356,0.00019618854159720618,14103
Lachlan,355,0.00019563745018822526,14103
Yosef,355,0.00019563745018822526,14103
Clay,353,0.00019453526737026343,14103
Lee,352,0.0001939841759612825,14103
Abdullah,351,0.00019343308455230162,14103
Baylor,351,0.00019343308455230162,14103
Ben,350,0.0001928819931433207,14103
Layne,350,0.0001928819931433207,14103
Leandro,349,0.00019233090173433978,14103
Jedidiah,348,0.00019177981032535886,14103
Deandre,347,0.00019122871891637795,14103
